datetime,ensemble_id,afvoergeb_id,value
2026-05-01 03:00:00,2,AFVG16,2.2555
2026-05-01 04:00:00,2,AFVG16,2.5987
2026-05-01 05:00:00,2,AFVG16,2.4433
2026-05-01 06:00:00,2,AFVG16,2.5867
2026-05-01 07:00:00,2,AFVG16,2.7743
2026-05-01 08:00:00,2,AFVG16,2.6135
2026-05-01 09:00:00,2,AFVG16,2.733
2026-05-01 10:00:00,2,AFVG16,2.5506
2026-05-01 11:00:00,2,AFVG16,2.7083
2026-05-01 12:00:00,2,AFVG16,2.8235
2026-05-01 13:00:00,2,AFVG16,3.0026
2026-05-01 14:00:00,2,AFVG16,3.1443
2026-05-01 15:00:00,2,AFVG16,2.9809
2026-05-01 16:00:00,2,AFVG16,3.0345
2026-05-01 17:00:00,2,AFVG16,3.0251
2026-05-01 18:00:00,2,AFVG16,3.1603
2026-05-01 19:00:00,2,AFVG16,3.1224
2026-05-01 20:00:00,2,AFVG16,3.0134
2026-05-01 21:00:00,2,AFVG16,2.7978
2026-05-01 22:00:00,2,AFVG16,3.0556
2026-05-01 23:00:00,2,AFVG16,2.9414
2026-05-02 00:00:00,2,AFVG16,3.0264
2026-05-02 01:00:00,2,AFVG16,2.7901
2026-05-02 02:00:00,2,AFVG16,3.0342
2026-05-02 03:00:00,2,AFVG16,2.629
2026-05-02 04:00:00,2,AFVG16,2.8586
2026-05-02 05:00:00,2,AFVG16,2.5694
2026-05-02 06:00:00,2,AFVG16,2.4034
2026-05-02 07:00:00,2,AFVG16,2.2369
2026-05-02 08:00:00,2,AFVG16,2.306
2026-05-02 09:00:00,2,AFVG16,2.4624
2026-05-02 10:00:00,2,AFVG16,2.2899
2026-05-02 11:00:00,2,AFVG16,2.1882
2026-05-02 12:00:00,2,AFVG16,1.6452
2026-05-02 13:00:00,2,AFVG16,2.025
2026-05-02 14:00:00,2,AFVG16,1.9191
2026-05-02 15:00:00,2,AFVG16,1.6717
2026-05-02 16:00:00,2,AFVG16,1.5802
2026-05-02 17:00:00,2,AFVG16,1.5964
2026-05-02 18:00:00,2,AFVG16,1.7807
2026-05-02 19:00:00,2,AFVG16,1.2923
2026-05-02 20:00:00,2,AFVG16,1.3187
2026-05-02 21:00:00,2,AFVG16,1.5238
2026-05-02 22:00:00,2,AFVG16,1.194
2026-05-02 23:00:00,2,AFVG16,1.1528
2026-05-03 00:00:00,2,AFVG16,1.1741
2026-05-03 01:00:00,2,AFVG16,0.931
2026-05-03 02:00:00,2,AFVG16,1.1142
2026-05-03 03:00:00,2,AFVG16,0.8701
2026-05-03 04:00:00,2,AFVG16,1.1612
2026-05-03 05:00:00,2,AFVG16,1.0126
2026-05-03 06:00:00,2,AFVG16,1.3451
2026-05-03 07:00:00,2,AFVG16,1.0422
2026-05-03 08:00:00,2,AFVG16,1.2093
2026-05-03 09:00:00,2,AFVG16,0.8202
2026-05-03 10:00:00,2,AFVG16,1.0155
2026-05-03 11:00:00,2,AFVG16,1.1072
2026-05-03 12:00:00,2,AFVG16,1.3519
2026-05-03 13:00:00,2,AFVG16,0.8756
2026-05-03 14:00:00,2,AFVG16,1.32
2026-05-03 15:00:00,2,AFVG16,1.3096
2026-05-03 16:00:00,2,AFVG16,1.5058
2026-05-03 17:00:00,2,AFVG16,1.4426
2026-05-03 18:00:00,2,AFVG16,1.4081
2026-05-03 19:00:00,2,AFVG16,1.3907
2026-05-03 20:00:00,2,AFVG16,1.3541
2026-05-03 21:00:00,2,AFVG16,1.6462
2026-05-03 22:00:00,2,AFVG16,1.6663
2026-05-03 23:00:00,2,AFVG16,2.0785
2026-05-01 00:00:00,3,AFVG16,2.1168
2026-05-01 01:00:00,3,AFVG16,2.3372
2026-05-01 02:00:00,3,AFVG16,2.1325
2026-05-01 03:00:00,3,AFVG16,2.3846
2026-05-01 04:00:00,3,AFVG16,2.5562
2026-05-01 05:00:00,3,AFVG16,2.71
2026-05-01 06:00:00,3,AFVG16,2.869
2026-05-01 07:00:00,3,AFVG16,2.7061
2026-05-01 08:00:00,3,AFVG16,2.601
2026-05-01 09:00:00,3,AFVG16,2.8879
2026-05-01 10:00:00,3,AFVG16,2.9416
2026-05-01 11:00:00,3,AFVG16,2.9767
2026-05-01 12:00:00,3,AFVG16,2.8306
2026-05-01 13:00:00,3,AFVG16,3.1318
2026-05-01 14:00:00,3,AFVG16,2.9944
2026-05-01 15:00:00,3,AFVG16,3.0988
2026-05-01 16:00:00,3,AFVG16,3.1907
2026-05-01 17:00:00,3,AFVG16,3.0898
2026-05-01 18:00:00,3,AFVG16,3.0333
2026-05-01 19:00:00,3,AFVG16,3.2983
2026-05-01 20:00:00,3,AFVG16,2.9901
2026-05-01 21:00:00,3,AFVG16,2.8808
2026-05-01 22:00:00,3,AFVG16,2.9072
2026-05-01 23:00:00,3,AFVG16,3.0719
2026-05-02 00:00:00,3,AFVG16,2.8204
2026-05-02 01:00:00,3,AFVG16,2.828
2026-05-02 02:00:00,3,AFVG16,2.8718
2026-05-02 03:00:00,3,AFVG16,2.5531
2026-05-02 04:00:00,3,AFVG16,2.3042
2026-05-02 05:00:00,3,AFVG16,2.5374
2026-05-02 06:00:00,3,AFVG16,2.4528
2026-05-02 07:00:00,3,AFVG16,2.2501
2026-05-02 08:00:00,3,AFVG16,2.3925
2026-05-02 09:00:00,3,AFVG16,2.2717
2026-05-02 10:00:00,3,AFVG16,1.9489
2026-05-02 11:00:00,3,AFVG16,2.0927
2026-05-02 12:00:00,3,AFVG16,1.9022
2026-05-02 13:00:00,3,AFVG16,1.6264
2026-05-02 14:00:00,3,AFVG16,1.835
2026-05-02 15:00:00,3,AFVG16,1.6802
2026-05-02 16:00:00,3,AFVG16,1.4972
2026-05-02 17:00:00,3,AFVG16,1.6122
2026-05-02 18:00:00,3,AFVG16,1.5349
2026-05-02 19:00:00,3,AFVG16,1.3068
2026-05-02 20:00:00,3,AFVG16,1.3894
2026-05-02 21:00:00,3,AFVG16,1.4222
2026-05-02 22:00:00,3,AFVG16,1.1087
2026-05-02 23:00:00,3,AFVG16,1.2238
2026-05-03 00:00:00,3,AFVG16,1.124
2026-05-03 01:00:00,3,AFVG16,1.4264
2026-05-03 02:00:00,3,AFVG16,0.7765
2026-05-03 03:00:00,3,AFVG16,1.136
2026-05-03 04:00:00,3,AFVG16,0.9683
2026-05-03 05:00:00,3,AFVG16,0.9886
2026-05-03 06:00:00,3,AFVG16,1.2852
2026-05-03 07:00:00,3,AFVG16,1.002
2026-05-03 08:00:00,3,AFVG16,1.3496
2026-05-03 09:00:00,3,AFVG16,0.9642
2026-05-03 10:00:00,3,AFVG16,1.1068
2026-05-03 11:00:00,3,AFVG16,1.011
2026-05-03 12:00:00,3,AFVG16,1.0177
2026-05-03 13:00:00,3,AFVG16,1.1734
2026-05-03 14:00:00,3,AFVG16,1.1703
2026-05-03 15:00:00,3,AFVG16,1.2971
2026-05-03 16:00:00,3,AFVG16,1.0101
2026-05-03 17:00:00,3,AFVG16,1.69
2026-05-03 18:00:00,3,AFVG16,1.4326
2026-05-03 19:00:00,3,AFVG16,1.7909
2026-05-03 20:00:00,3,AFVG16,1.4535
2026-05-03 21:00:00,3,AFVG16,1.7263
2026-05-03 22:00:00,3,AFVG16,2.2372
2026-05-03 23:00:00,3,AFVG16,1.7137
2026-05-01 00:00:00,4,AFVG16,2.0521
2026-05-01 01:00:00,4,AFVG16,2.2734
2026-05-01 02:00:00,4,AFVG16,2.5028
2026-05-01 03:00:00,4,AFVG16,2.6095
2026-05-01 04:00:00,4,AFVG16,2.7692
2026-05-01 05:00:00,4,AFVG16,2.6031
2026-05-01 06:00:00,4,AFVG16,2.4629
2026-05-01 07:00:00,4,AFVG16,2.6948
2026-05-01 08:00:00,4,AFVG16,2.9975
2026-05-01 09:00:00,4,AFVG16,2.9271
2026-05-01 10:00:00,4,AFVG16,2.6036
2026-05-01 11:00:00,4,AFVG16,2.9256
2026-05-01 12:00:00,4,AFVG16,3.1677
2026-05-01 13:00:00,4,AFVG16,3.2975
2026-05-01 14:00:00,4,AFVG16,3.0766
2026-05-01 15:00:00,4,AFVG16,3.0456
2026-05-01 16:00:00,4,AFVG16,2.8131
2026-05-01 17:00:00,4,AFVG16,2.8656
2026-05-01 18:00:00,4,AFVG16,2.9852
2026-05-01 19:00:00,4,AFVG16,3.033
2026-05-01 20:00:00,4,AFVG16,3.0172
2026-05-01 21:00:00,4,AFVG16,2.8247
2026-05-01 22:00:00,4,AFVG16,2.6836
2026-05-01 23:00:00,4,AFVG16,2.6938
2026-05-02 00:00:00,4,AFVG16,2.5853
2026-05-02 01:00:00,4,AFVG16,2.7986
2026-05-02 02:00:00,4,AFVG16,2.2935
2026-05-02 03:00:00,4,AFVG16,2.5242
2026-05-02 04:00:00,4,AFVG16,2.5715
2026-05-02 05:00:00,4,AFVG16,2.6587
2026-05-02 06:00:00,4,AFVG16,2.3645
2026-05-02 07:00:00,4,AFVG16,2.4249
2026-05-02 08:00:00,4,AFVG16,2.1338
2026-05-02 09:00:00,4,AFVG16,1.9997
2026-05-02 10:00:00,4,AFVG16,1.9271
2026-05-02 11:00:00,4,AFVG16,2.1741
2026-05-02 12:00:00,4,AFVG16,2.0112
2026-05-02 13:00:00,4,AFVG16,1.8532
2026-05-02 14:00:00,4,AFVG16,2.1992
2026-05-02 15:00:00,4,AFVG16,1.6164
2026-05-02 16:00:00,4,AFVG16,1.6386
2026-05-02 17:00:00,4,AFVG16,1.5191
2026-05-02 18:00:00,4,AFVG16,1.3708
2026-05-02 19:00:00,4,AFVG16,1.6867
2026-05-02 20:00:00,4,AFVG16,1.5051
2026-05-02 21:00:00,4,AFVG16,1.014
2026-05-02 22:00:00,4,AFVG16,1.1142
2026-05-02 23:00:00,4,AFVG16,1.1943
2026-05-03 00:00:00,4,AFVG16,1.2095
2026-05-03 01:00:00,4,AFVG16,0.858
2026-05-03 02:00:00,4,AFVG16,0.6968
2026-05-03 03:00:00,4,AFVG16,0.7306
2026-05-03 04:00:00,4,AFVG16,0.9942
2026-05-03 05:00:00,4,AFVG16,0.9846
2026-05-03 06:00:00,4,AFVG16,1.0541
2026-05-03 07:00:00,4,AFVG16,0.8959
2026-05-03 08:00:00,4,AFVG16,0.8437
2026-05-03 09:00:00,4,AFVG16,0.7466
2026-05-03 10:00:00,4,AFVG16,1.1287
2026-05-03 11:00:00,4,AFVG16,1.1705
2026-05-03 12:00:00,4,AFVG16,1.3058
2026-05-03 13:00:00,4,AFVG16,1.3231
2026-05-03 14:00:00,4,AFVG16,1.2291
2026-05-03 15:00:00,4,AFVG16,1.5184
2026-05-03 16:00:00,4,AFVG16,1.3587
2026-05-03 17:00:00,4,AFVG16,1.3474
2026-05-03 18:00:00,4,AFVG16,1.4397
2026-05-03 19:00:00,4,AFVG16,1.5047
2026-05-03 20:00:00,4,AFVG16,1.3449
2026-05-03 21:00:00,4,AFVG16,1.773
2026-05-03 22:00:00,4,AFVG16,1.8684
2026-05-03 23:00:00,4,AFVG16,1.8592
2026-05-01 00:00:00,5,AFVG16,2.2358
2026-05-01 01:00:00,5,AFVG16,2.4757
2026-05-01 02:00:00,5,AFVG16,2.7515
2026-05-01 03:00:00,5,AFVG16,2.5704
2026-05-01 04:00:00,5,AFVG16,2.5552
2026-05-01 05:00:00,5,AFVG16,2.605
2026-05-01 06:00:00,5,AFVG16,2.7408
2026-05-01 07:00:00,5,AFVG16,2.6139
2026-05-01 08:00:00,5,AFVG16,2.8316
2026-05-01 09:00:00,5,AFVG16,2.9004
2026-05-01 10:00:00,5,AFVG16,3.2026
2026-05-01 11:00:00,5,AFVG16,3.0956
2026-05-01 12:00:00,5,AFVG16,3.1308
2026-05-01 13:00:00,5,AFVG16,2.8836
2026-05-01 14:00:00,5,AFVG16,3.099
2026-05-01 15:00:00,5,AFVG16,2.8287
2026-05-01 16:00:00,5,AFVG16,3.0405
2026-05-01 17:00:00,5,AFVG16,3.0437
2026-05-01 18:00:00,5,AFVG16,2.8463
2026-05-01 19:00:00,5,AFVG16,3.2349
2026-05-01 20:00:00,5,AFVG16,2.9873
2026-05-01 21:00:00,5,AFVG16,2.5778
2026-05-01 22:00:00,5,AFVG16,2.9011
2026-05-01 23:00:00,5,AFVG16,2.7064
2026-05-02 00:00:00,5,AFVG16,2.7117
2026-05-02 01:00:00,5,AFVG16,2.7204
2026-05-02 02:00:00,5,AFVG16,2.6436
2026-05-02 03:00:00,5,AFVG16,2.2096
2026-05-02 04:00:00,5,AFVG16,2.2686
2026-05-02 05:00:00,5,AFVG16,2.4821
2026-05-02 06:00:00,5,AFVG16,2.4827
2026-05-02 07:00:00,5,AFVG16,2.4922
2026-05-02 08:00:00,5,AFVG16,2.3951
2026-05-02 09:00:00,5,AFVG16,1.7333
2026-05-02 10:00:00,5,AFVG16,2.0737
2026-05-02 11:00:00,5,AFVG16,1.5878
2026-05-02 12:00:00,5,AFVG16,2.0351
2026-05-02 13:00:00,5,AFVG16,1.7504
2026-05-02 14:00:00,5,AFVG16,1.4625
2026-05-02 15:00:00,5,AFVG16,1.859
2026-05-02 16:00:00,5,AFVG16,1.581
2026-05-02 17:00:00,5,AFVG16,1.1312
2026-05-02 18:00:00,5,AFVG16,1.3934
2026-05-02 19:00:00,5,AFVG16,1.1788
2026-05-02 20:00:00,5,AFVG16,1.2491
2026-05-02 21:00:00,5,AFVG16,1.1119
2026-05-02 22:00:00,5,AFVG16,1.3427
2026-05-02 23:00:00,5,AFVG16,0.8842
2026-05-03 00:00:00,5,AFVG16,1.1126
2026-05-03 01:00:00,5,AFVG16,1.3108
2026-05-03 02:00:00,5,AFVG16,0.895
2026-05-03 03:00:00,5,AFVG16,1.0379
2026-05-03 04:00:00,5,AFVG16,1.0307
2026-05-03 05:00:00,5,AFVG16,0.898
2026-05-03 06:00:00,5,AFVG16,1.1066
2026-05-03 07:00:00,5,AFVG16,1.0389
2026-05-03 08:00:00,5,AFVG16,0.9044
2026-05-03 09:00:00,5,AFVG16,1.3385
2026-05-03 10:00:00,5,AFVG16,1.2276
2026-05-03 11:00:00,5,AFVG16,1.1247
2026-05-03 12:00:00,5,AFVG16,1.101
2026-05-03 13:00:00,5,AFVG16,1.1312
2026-05-03 14:00:00,5,AFVG16,1.491
2026-05-03 15:00:00,5,AFVG16,1.3468
2026-05-03 16:00:00,5,AFVG16,1.5044
2026-05-03 17:00:00,5,AFVG16,1.4785
2026-05-03 18:00:00,5,AFVG16,1.6727
2026-05-03 19:00:00,5,AFVG16,1.6398
2026-05-03 20:00:00,5,AFVG16,1.8512
2026-05-03 21:00:00,5,AFVG16,1.7904
2026-05-03 22:00:00,5,AFVG16,2.0248
2026-05-03 23:00:00,5,AFVG16,2.0843
2026-05-01 00:00:00,6,AFVG16,2.3903
2026-05-01 01:00:00,6,AFVG16,2.3534
2026-05-01 02:00:00,6,AFVG16,2.4126
2026-05-01 03:00:00,6,AFVG16,2.5099
2026-05-01 04:00:00,6,AFVG16,2.5364
2026-05-01 05:00:00,6,AFVG16,2.8723
2026-05-01 06:00:00,6,AFVG16,2.7886
2026-05-01 07:00:00,6,AFVG16,3.0788
2026-05-01 08:00:00,6,AFVG16,3.227
2026-05-01 09:00:00,6,AFVG16,2.9244
2026-05-01 10:00:00,6,AFVG16,2.7178
2026-05-01 11:00:00,6,AFVG16,2.9155
2026-05-01 12:00:00,6,AFVG16,2.9773
2026-05-01 13:00:00,6,AFVG16,2.7745
2026-05-01 14:00:00,6,AFVG16,2.9623
2026-05-01 15:00:00,6,AFVG16,3.0381
2026-05-01 16:00:00,6,AFVG16,2.9145
2026-05-01 17:00:00,6,AFVG16,2.8496
2026-05-01 18:00:00,6,AFVG16,2.8258
2026-05-01 19:00:00,6,AFVG16,3.1759
2026-05-01 20:00:00,6,AFVG16,2.8459
2026-05-01 21:00:00,6,AFVG16,2.7013
2026-05-01 22:00:00,6,AFVG16,2.72
2026-05-01 23:00:00,6,AFVG16,2.8639
2026-05-02 00:00:00,6,AFVG16,2.5579
2026-05-02 01:00:00,6,AFVG16,2.6681
2026-05-02 02:00:00,6,AFVG16,2.6361
2026-05-02 03:00:00,6,AFVG16,2.5667
2026-05-02 04:00:00,6,AFVG16,2.5885
2026-05-02 05:00:00,6,AFVG16,2.2177
2026-05-02 06:00:00,6,AFVG16,2.3897
2026-05-02 07:00:00,6,AFVG16,2.0189
2026-05-02 08:00:00,6,AFVG16,1.9954
2026-05-02 09:00:00,6,AFVG16,2.151
2026-05-02 10:00:00,6,AFVG16,2.0118
2026-05-02 11:00:00,6,AFVG16,1.8065
2026-05-02 12:00:00,6,AFVG16,1.5465
2026-05-02 13:00:00,6,AFVG16,1.7303
2026-05-02 14:00:00,6,AFVG16,1.4749
2026-05-02 15:00:00,6,AFVG16,1.3573
2026-05-02 16:00:00,6,AFVG16,1.3285
2026-05-02 17:00:00,6,AFVG16,1.3965
2026-05-02 18:00:00,6,AFVG16,0.9797
2026-05-02 19:00:00,6,AFVG16,1.2951
2026-05-02 20:00:00,6,AFVG16,1.2155
2026-05-02 21:00:00,6,AFVG16,1.0558
2026-05-02 22:00:00,6,AFVG16,1.2591
2026-05-02 23:00:00,6,AFVG16,1.1615
2026-05-03 00:00:00,6,AFVG16,0.9515
2026-05-03 01:00:00,6,AFVG16,0.9213
2026-05-03 02:00:00,6,AFVG16,1.1122
2026-05-03 03:00:00,6,AFVG16,0.7735
2026-05-03 04:00:00,6,AFVG16,0.9509
2026-05-03 05:00:00,6,AFVG16,0.9131
2026-05-03 06:00:00,6,AFVG16,1.032
2026-05-03 07:00:00,6,AFVG16,1.0737
2026-05-03 08:00:00,6,AFVG16,1.0747
2026-05-03 09:00:00,6,AFVG16,1.2731
2026-05-03 10:00:00,6,AFVG16,1.177
2026-05-03 11:00:00,6,AFVG16,1.1414
2026-05-03 12:00:00,6,AFVG16,1.0585
2026-05-03 13:00:00,6,AFVG16,1.4051
2026-05-03 14:00:00,6,AFVG16,1.4377
2026-05-03 15:00:00,6,AFVG16,1.6421
2026-05-03 16:00:00,6,AFVG16,1.3825
2026-05-03 17:00:00,6,AFVG16,1.5721
2026-05-03 18:00:00,6,AFVG16,1.6359
2026-05-03 19:00:00,6,AFVG16,1.7106
2026-05-03 20:00:00,6,AFVG16,1.8063
2026-05-03 21:00:00,6,AFVG16,1.6299
2026-05-03 22:00:00,6,AFVG16,2.0939
2026-05-03 23:00:00,6,AFVG16,2.1514
2026-05-01 00:00:00,7,AFVG16,2.6402
2026-05-01 01:00:00,7,AFVG16,2.8799
2026-05-01 02:00:00,7,AFVG16,2.5626
2026-05-01 03:00:00,7,AFVG16,2.6689
2026-05-01 04:00:00,7,AFVG16,2.7349
2026-05-01 05:00:00,7,AFVG16,3.0788
2026-05-01 06:00:00,7,AFVG16,2.5763
2026-05-01 07:00:00,7,AFVG16,2.9517
2026-05-01 08:00:00,7,AFVG16,2.6948
2026-05-01 09:00:00,7,AFVG16,2.5585
2026-05-01 10:00:00,7,AFVG16,2.6664
2026-05-01 11:00:00,7,AFVG16,2.7793
2026-05-01 12:00:00,7,AFVG16,3.1571
2026-05-01 13:00:00,7,AFVG16,2.8697
2026-05-01 14:00:00,7,AFVG16,2.9622
2026-05-01 15:00:00,7,AFVG16,2.8112
2026-05-01 16:00:00,7,AFVG16,3.0599
2026-05-01 17:00:00,7,AFVG16,2.7788
2026-05-01 18:00:00,7,AFVG16,3.1111
2026-05-01 19:00:00,7,AFVG16,2.7274
2026-05-01 20:00:00,7,AFVG16,2.7185
2026-05-01 21:00:00,7,AFVG16,2.8027
2026-05-01 22:00:00,7,AFVG16,2.7337
2026-05-01 23:00:00,7,AFVG16,2.8842
2026-05-02 00:00:00,7,AFVG16,2.6245
2026-05-02 01:00:00,7,AFVG16,2.357
2026-05-02 02:00:00,7,AFVG16,2.3821
2026-05-02 03:00:00,7,AFVG16,2.305
2026-05-02 04:00:00,7,AFVG16,2.4217
2026-05-02 05:00:00,7,AFVG16,2.2903
2026-05-02 06:00:00,7,AFVG16,2.1331
2026-05-02 07:00:00,7,AFVG16,2.1986
2026-05-02 08:00:00,7,AFVG16,1.9057
2026-05-02 09:00:00,7,AFVG16,1.8813
2026-05-02 10:00:00,7,AFVG16,1.8464
2026-05-02 11:00:00,7,AFVG16,1.9672
2026-05-02 12:00:00,7,AFVG16,1.6438
2026-05-02 13:00:00,7,AFVG16,1.5289
2026-05-02 14:00:00,7,AFVG16,1.3505
2026-05-02 15:00:00,7,AFVG16,1.5396
2026-05-02 16:00:00,7,AFVG16,1.2817
2026-05-02 17:00:00,7,AFVG16,1.359
2026-05-02 18:00:00,7,AFVG16,0.9645
2026-05-02 19:00:00,7,AFVG16,1.3538
2026-05-02 20:00:00,7,AFVG16,0.9507
2026-05-02 21:00:00,7,AFVG16,0.9929
2026-05-02 22:00:00,7,AFVG16,1.2335
2026-05-02 23:00:00,7,AFVG16,0.8462
2026-05-03 00:00:00,7,AFVG16,1.0127
2026-05-03 01:00:00,7,AFVG16,1.0208
2026-05-03 02:00:00,7,AFVG16,0.8518
2026-05-03 03:00:00,7,AFVG16,1.2018
2026-05-03 04:00:00,7,AFVG16,1.231
2026-05-03 05:00:00,7,AFVG16,0.7231
2026-05-03 06:00:00,7,AFVG16,0.8209
2026-05-03 07:00:00,7,AFVG16,1.1857
2026-05-03 08:00:00,7,AFVG16,0.9016
2026-05-03 09:00:00,7,AFVG16,1.0777
2026-05-03 10:00:00,7,AFVG16,1.2003
2026-05-03 11:00:00,7,AFVG16,1.3353
2026-05-03 12:00:00,7,AFVG16,1.2539
2026-05-03 13:00:00,7,AFVG16,1.3626
2026-05-03 14:00:00,7,AFVG16,1.2972
2026-05-03 15:00:00,7,AFVG16,1.677
2026-05-03 16:00:00,7,AFVG16,1.4819
2026-05-03 17:00:00,7,AFVG16,1.6833
2026-05-03 18:00:00,7,AFVG16,1.6343
2026-05-03 19:00:00,7,AFVG16,1.8076
2026-05-03 20:00:00,7,AFVG16,1.8486
2026-05-03 21:00:00,7,AFVG16,1.9325
2026-05-03 22:00:00,7,AFVG16,1.8881
2026-05-03 23:00:00,7,AFVG16,2.2426
2026-05-01 00:00:00,8,AFVG16,2.7433
2026-05-01 01:00:00,8,AFVG16,2.6363
2026-05-01 02:00:00,8,AFVG16,2.7742
2026-05-01 03:00:00,8,AFVG16,2.85
2026-05-01 04:00:00,8,AFVG16,2.9184
2026-05-01 05:00:00,8,AFVG16,2.8741
2026-05-01 06:00:00,8,AFVG16,2.9042
2026-05-01 07:00:00,8,AFVG16,3.0396
2026-05-01 08:00:00,8,AFVG16,2.9517
2026-05-01 09:00:00,8,AFVG16,2.8201
2026-05-01 10:00:00,8,AFVG16,2.9879
2026-05-01 11:00:00,8,AFVG16,2.7123
2026-05-01 12:00:00,8,AFVG16,2.9991
2026-05-01 13:00:00,8,AFVG16,3.0594
2026-05-01 14:00:00,8,AFVG16,3.1733
2026-05-01 15:00:00,8,AFVG16,2.9942
2026-05-01 16:00:00,8,AFVG16,3.0877
2026-05-01 17:00:00,8,AFVG16,2.9187
2026-05-01 18:00:00,8,AFVG16,2.7292
2026-05-01 19:00:00,8,AFVG16,2.6288
2026-05-01 20:00:00,8,AFVG16,2.6471
2026-05-01 21:00:00,8,AFVG16,2.5341
2026-05-01 22:00:00,8,AFVG16,2.7754
2026-05-01 23:00:00,8,AFVG16,2.5859
2026-05-02 00:00:00,8,AFVG16,2.6349
2026-05-02 01:00:00,8,AFVG16,2.4889
2026-05-02 02:00:00,8,AFVG16,2.5597
2026-05-02 03:00:00,8,AFVG16,2.4846
2026-05-02 04:00:00,8,AFVG16,2.1489
2026-05-02 05:00:00,8,AFVG16,2.123
2026-05-02 06:00:00,8,AFVG16,2.0016
2026-05-02 07:00:00,8,AFVG16,1.7551
2026-05-02 08:00:00,8,AFVG16,2.0163
2026-05-02 09:00:00,8,AFVG16,2.0107
